id,release_date,movie,production_budget,domestic_gross,worldwide_gross
52,13-May-11,Go For It!,2450000,180237,182358
53,16-Oct-96,Get on the Bus,2400000,5691854,5691854
54,5-Jan-07,Thr3e,2400000,1008849,1420418
55,1-Sep-06,Idiocracy,2400000,444093,500296
56,31-Dec-09,NiktÃ©,2400000,0,1333891
57,14-Nov-14,Always Woodstock,2400000,0,0
58,25-Jul-07,This is England,2380000,327919,8739576
59,27-Jun-44,Bathing Beauty,2361000,3500000,3500000
60,20-Mar-15,Do You Believe?,2300000,12985600,14304931
61,17-Jul-51,Show Boat,2300000,11000000,11000000
62,1-May-98,"Dancer, Texas Pop. 81",2300000,574838,574838
63,5-Sep-14,Frontera,2300000,59696,59696
64,26-Aug-11,Redemption Road,2300000,29384,29384
65,15-Apr-15,The Toxic Avenger Part II,2300000,0,0
66,19-Jan-16,Eden,2300000,0,0
67,19-Jun-87,The Brave Little Toaster,2300000,0,0
68,9-Feb-40,Pinocchio,2289247,84300000,84300000
69,13-Nov-40,Fantasia,2280000,83320000,83320000
70,13-Aug-82,Friday the 13th Part 3,2250000,36690067,36690067
71,9-Oct-71,The French Connection,2200000,41158757,41158757
72,22-Mar-85,Friday the 13th Part V: A New Beginning,2200000,21930418,21930418
73,9-Feb-07,The Last Sin Eater,2200000,388390,388390
74,31-Dec-08,Impact Point,2200000,0,0
75,3-May-45,The Valley of Decision,2160000,9132000,9132000
76,31-Dec-05,Chicken Tikka Masala,2160000,0,37865
77,7-Oct-08,Jack Brooks: Monster Slayer,2150000,0,0
78,21-Nov-46,The Best Years of Our Lives,2100000,23600000,23600000
79,13-Jul-01,Bully,2100000,881824,1381824
80,29-May-02,Elling,2100000,313436,313436
81,16-Oct-16,Mi America,2100000,3330,3330
82,14-Jul-09,[Rec],2100000,0,23266821
83,31-Dec-12,Infected,2100000,0,0
84,31-Dec-10,Lies in Plain Sight,2100000,0,0
85,6-Oct-15,The Timber,2100000,0,0
86,19-Jan-16,Sharkskin,2100000,0,0
87,30-Sep-11,Courageous,2000000,34522221,35185884
88,8-Apr-64,From Russia With Love,2000000,24800000,78900000
89,21-May-82,Mad Max 2: The Road Warrior,2000000,24600832,24600832
90,15-Aug-46,Notorious,2000000,24464742,24464742
91,2-Aug-67,In the Heat of the Night,2000000,24379978,24407647
92,17-Dec-73,Sleeper,2000000,18344729,18344729
93,11-Aug-72,Everything You Always Wanted to Know,2000000,18016290,18016290
94,13-Mar-15,It Follows,2000000,14674077,23250755
95,13-Jul-18,Eighth Grade,2000000,13539710,14341016
96,25-Dec-62,To Kill A Mockingbird,2000000,13129846,13129846
97,9-Mar-12,Silent House,2000000,12739737,16610760
98,8-Oct-99,Boys Don't Cry,2000000,11540607,20741000
99,9-Feb-07,Das Leben der Anderen,2000000,11284657,81197047
100,8-Apr-16,Hardcore Henry,2000000,9252038,17187434
1,13-Jun-62,Lolita,2000000,9250000,9250000
2,30-Aug-40,Boom Town,2000000,9172000,9172000
3,11-Nov-47,Gentleman's Agreement,2000000,7800000,7800000
4,25-Sep-61,The Hustler,2000000,7600000,7600000
5,31-Dec-86,Witchboard,2000000,7369373,7369373
6,26-Nov-03,Les Triplettes de Belleville,2000000,7301288,17403168
7,26-Jun-98,Smoke Signals,2000000,6719300,7756617
8,11-Jun-10,Winter's Bone,2000000,6531503,16131551
9,10-Oct-14,Meet the Mormons,2000000,6047363,6049171
10,15-Aug-03,American Splendor,2000000,6003587,8685632
11,6-Oct-17,The Florida Project,2000000,5904366,11295324
12,25-Aug-17,All Saints,2000000,5802208,5941994
13,2-Jul-04,Before Sunset,2000000,5792822,11217346
14,30-Mar-01,Amores Perros,2000000,5383834,20883834
15,20-Aug-03,Thirteen,2000000,4601043,9505996
16,23-Jan-04,Touching the Void,2000000,4593598,15396525
17,8-Oct-10,Inside Job,2000000,4311834,7799257
18,24-May-38,Alexander's Ragtime Band,2000000,4000000,4000000
19,17-Jun-05,Me and You and Everyone We Know,2000000,3885134,9615464
20,28-Aug-15,We Are Your Friends,2000000,3591417,10153415
21,10-Nov-06,Harsh Times,2000000,3337931,6225304
22,3-Mar-00,Ghost Dog: The Way of the Samurai,2000000,3330230,10672492
23,18-Sep-15,Captive,2000000,2583301,2791973
24,2-Aug-02,Full Frontal,2000000,2512846,3438804
25,8-Jun-18,Hearts Beat Loud,2000000,2386254,2420962
26,20-Jan-17,The Resurrection of Gavin Stone,2000000,2303792,2303792
27,25-Dec-08,Waltz with Bashir,2000000,2283849,13912289
28,28-Jun-06,Strangers with Candy,2000000,2072645,2077844
29,1-Mar-92,Night on Earth,2000000,2015000,2022893
30,29-Jan-93,Nemesis,2000000,2001124,2001124
31,4-Oct-06,Shortbus,2000000,1985292,1985292
32,2-May-08,Son of Rambow: A Home Movie,2000000,1785505,11263263
33,12-Sep-03,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865
34,12-May-00,Hamlet,2000000,1577287,2419669
35,7-Aug-15,The Diary of a Teenage Girl,2000000,1477002,2279959
36,27-Jul-07,No End In Sight,2000000,1433319,1433319
37,25-Apr-14,Locke,2000000,1370646,2088390
38,30-Apr-99,Get Real,2000000,1152411,1152411
39,7-Sep-07,In the Shadow of the Moon,2000000,1134358,2175587
40,8-Apr-11,Meek's Cutoff,2000000,977772,1869928
41,28-Nov-14,The Babadook,2000000,950792,7482387
42,11-Feb-05,Inside Deep Throat,2000000,691880,691880
43,28-Sep-01,Dinner Rush,2000000,638227,1075504
44,24-Sep-10,The Virginity Hit,2000000,636706,636706
45,15-May-98,Clockwatchers,2000000,537948,539961
46,6-Nov-85,Subway,2000000,390659,1663296
47,15-Apr-05,House of D,2000000,388532,466106
48,18-Jan-08,Teeth,2000000,347578,2350641
49,26-Jul-96,Stonewall,2000000,304602,304602
50,8-Sep-06,Sherrybaby,2000000,199176,759504
51,13-Feb-15,The Last Five Years,2000000,147299,205298
52,18-Sep-98,Six-String Samurai,2000000,134624,134624
53,26-May-00,Hum to Mohabbt Karega,2000000,121807,121807
54,15-Apr-05,It's All Gone Pete Tong,2000000,120620,2226603
55,29-Jan-10,Saint John of Las Vegas,2000000,102645,102645
56,15-Apr-98,24 7: Twenty Four Seven,2000000,72544,72544
57,19-Sep-14,Pump,2000000,72277,72277
58,24-Oct-08,Roadside Romeo,2000000,55202,2046090
59,4-May-01,Eureka,2000000,49388,76654
60,7-Apr-15,Lost River,2000000,45431,2009644
61,18-Jul-03,This Thing of Ours,2000000,37227,37227
62,9-Oct-15,Knock Knock,2000000,36336,6328516
63,3-Feb-17,Growing up Smith,2000000,35312,35312
64,20-Mar-09,Super Capers,2000000,30955,30955
65,1-Jan-93,Return of the Living Dead 3,2000000,21000,21000
66,20-Nov-09,The Missing Person,2000000,17896,17896
67,19-Oct-12,The First Time,2000000,17061,17061
68,10-Feb-06,London,2000000,12667,12667
69,27-Aug-10,Circle,2000000,10024,10024
70,31-Oct-08,Eden Lake,2000000,7321,4294373
71,11-Jun-10,Jerusalema,2000000,7294,10679
72,23-Jun-06,Say Uncle,2000000,5361,5361
73,13-Sep-13,Plush,2000000,3080,28864
74,26-Oct-12,The Ghastly Love of Johnny X,2000000,2436,2436
75,29-Dec-09,Lesbian Vampire Killers,2000000,0,3620902
76,9-Sep-11,Grave Encounters,2000000,0,2151887
77,23-Oct-15,Bone Tomahawk,2000000,0,475846
78,10-Dec-04,Freeze Frame,2000000,0,105377
79,1-Apr-13,Stitches,2000000,0,63555
80,31-Dec-15,"To Be Frank, Sinatra at 100",2000000,0,926
81,28-Apr-71,Bananas,2000000,0,0
82,31-Dec-09,Nine Dead,2000000,0,0
83,14-Oct-08,No Man's Land: The Rise of Reeker,2000000,0,0
84,7-Jul-07,Rockaway,2000000,0,0
85,12-Aug-27,Wings,2000000,0,0
86,17-Mar-15,The Lady from Shanghai,2000000,0,0
87,19-Mar-13,Straight A's,2000000,0,0
88,30-Mar-12,The Legend of Hellâs Gate: An American Conspiracy,2000000,0,0
89,31-Dec-12,Highway,2000000,0,0
90,8-Feb-13,Small Apartments,2000000,0,0
91,9-Jul-13,Coffee Town,2000000,0,0
92,31-Dec-14,Lucky Dog,2000000,0,0
93,31-Dec-01,Pendulum,2000000,0,0
94,16-Oct-66,A Funny Thing Happened on the Way to the Forum,2000000,0,0
95,23-Sep-08,Slacker Uprising,2000000,0,0
96,20-Mar-15,The Walking Deceased,2000000,0,0
97,31-Dec-11,True Bromance,2000000,0,0
98,21-Aug-15,The Curse of Downers Grove,2000000,0,0
99,31-Dec-15,Wind Walkers,2000000,0,0
100,8-Jul-16,The Dog Lover,2000000,0,0
1,1-Dec-15,Shark Lake,2000000,0,0
2,24-Sep-10,Buried,1987650,1044143,21270290
3,21-Apr-15,The Marine 4,1950000,0,0
4,8-May-87,River's Edge,1900000,4600000,4600000
5,25-Jul-08,Man on Wire,1900000,2962242,5617067
6,8-Oct-10,Nowhere Boy,1900000,1445366,7785229
7,11-Jul-03,Northfork,1900000,1420578,1445140
8,24-Apr-15,Brotherly Love,1900000,478595,478595
9,3-Jun-11,Submarine,1900000,467602,4581937
10,9-Apr-10,The Square,1900000,406216,740932
11,8-Feb-13,ABCD (Any Body Can Dance),1900000,222098,10137234
12,29-Jun-07,Chacun sa nuit,1900000,18435,139317
13,26-Jul-13,Stranded,1900000,0,285593
14,31-Dec-15,Vaalu,1900000,0,12444
15,27-Aug-10,The Last Exorcism,1800000,41034350,70165900
16,16-Nov-76,Carrie,1800000,25878153,25878153
17,9-Nov-84,A Nightmare on Elm Street,1800000,25504513,25504513
18,27-Jun-12,Beasts of the Southern Wild,1800000,12795746,23265132
19,29-Jan-64,Dr. Strangelove,1800000,9164370,9230678
20,1-Jan-73,Battle for the Planet of the Apes,1800000,8800000,8800000
21,18-Sep-51,A Streetcar Named Desire,1800000,8000000,8000000
22,3-Aug-68,Hang 'em High,1800000,6800000,6800000
23,15-Nov-02,El crimen de padre Amaro,1800000,5719000,5719000
24,15-Jun-01,Songcatcher,1800000,3050934,3050934
25,23-Aug-11,Higher Ground,1800000,841056,842693
26,22-Apr-11,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,783733
27,7-Jan-05,Travellers and Magicians,1800000,506793,1322161
28,1-Jan-93,Ed and his Dead Mother,1800000,673,673
29,31-Dec-09,Deadline,1800000,0,0
30,13-Mar-07,Sublime,1800000,0,0
31,3-Feb-12,Dysfunctional Friends,1800000,0,0
32,31-Dec-13,Independence Daysaster,1800000,0,0
33,11-Mar-14,Against the Wild,1800000,0,0
34,20-Oct-15,Beginnerâs Guide to Sex,1800000,0,0
35,18-Jun-99,Lola rennt,1750000,7267324,22879194
36,7-Feb-03,May,1750000,145540,634803
37,8-Oct-10,I Spit on Your Grave,1750000,93051,1278471
38,23-Apr-19,Living Dark: The Story of Ted the Caver,1750000,0,0
39,23-Nov-01,In the Bedroom,1700000,35930604,42137871
40,19-Mar-08,La misma luna,1700000,12590147,23271741
41,30-Jun-72,Conquest of the Planet of the Apes,1700000,9700000,9700000
42,28-Feb-14,The Lunchbox,1700000,4231500,12231500
43,4-Oct-13,Grace Unplugged,1700000,2507159,2507159
44,1-Oct-99,"Happy, Texas",1700000,2039192,2891228
45,18-Dec-15,Saul fia,1700000,1777043,9696537
46,17-Jun-05,My Summer of Love,1700000,1000915,4727375
47,24-Jun-05,Yes,1700000,396035,661221
48,1-Feb-19,Braid,1660000,0,80745
49,5-Aug-53,From Here to Eternity,1650000,30500000,30500000
50,1-Sep-38,You Can't Take It With You,1644000,4000000,4000000
51,9-Apr-99,Foolish,1600000,6026908,6026908
52,26-Jul-49,She Wore a Yellow Ribbon,1600000,5400000,5400000
53,7-Apr-74,The Conversation,1600000,4420000,4420000
54,15-Oct-10,N-Secure,1600000,2595644,2595644
55,1-Feb-08,Sukkar banat,1600000,1060591,14253760
56,31-Dec-89,Out of the Dark,1600000,419428,419428
57,27-Jan-06,Bubble,1600000,145382,145382
58,23-Sep-05,Dil Jo Bhi Kahey...,1600000,129319,129319
59,15-Jan-99,Mississippi Mermaid,1600000,27795,2627795
60,26-Sep-14,Two Night Stand,1600000,15600,868081
61,4-Nov-05,I Love Your Work,1600000,3264,3264
62,5-Aug-55,The Kingâs Thief,1577000,0,0
63,1-Apr-11,Insidious,1500000,54009150,99870886
64,21-Oct-16,Moonlight,1500000,27854931,65245512
65,12-Sep-03,Cabin Fever,1500000,21158188,30351664
66,2-May-07,Waitress,1500000,19097550,22217183
67,8-Sep-89,Kickboxer,1500000,14533681,14533681
68,26-Feb-88,Bloodsport,1500000,11806119,11806119
69,17-Oct-39,Mr. Smith Goes To Washington,1500000,9000000,9000000
70,23-Mar-18,Unsane,1500000,7690044,14244931
71,21-Jul-95,Kids,1500000,7412216,20412216
72,5-Oct-05,The Squid and the Whale,1500000,7372734,11191423
73,13-Mar-02,Kissing Jessica Stein,1500000,7025722,9345061
74,31-Oct-45,Spellbound,1500000,7000000,7000000
75,20-Apr-79,Dawn of the Dead,1500000,5100000,55000000
76,23-Sep-94,Exotica,1500000,5046118,5046118
77,26-Jul-13,The To Do List,1500000,3491669,4128828
78,1-Feb-13,The Gatekeepers,1500000,2408553,2592308
79,26-Jun-98,Buffalo '66,1500000,2380606,2380606
80,2-Mar-84,Repo Man,1500000,2300000,2300000
81,21-Oct-16,Iâm Not Ashamed,1500000,2082980,2082980
82,18-Jan-85,Blood Simple,1500000,1690913,2730877
83,19-Apr-02,Nueve Reinas,1500000,1222889,12412889
